,prov_name,prov_code,municipality,latitude,longitude,area (kmq),high_hydraulic_risk_area_p3 (%),medium_hydraulic_risk_area_p2 (%),low_hydraulic_risk_area_p1 (%),very_high_landslide_risk_area_p4 (%),high_landslide_risk_area_p3 (%),medium_landslide_risk_area_p2 (%),low_landslide_risk_area_p1 (%),attention_area (%),resident_population (n),high_hydraulic_risk_population_p3 (%),medium_hydraulic_risk_population_p2 (%),low_hydraulic_risk_population_p1 (%),very_high_landslide_risk_population_p4 (%),high_landslide_risk_population_p3 (%),medium_landslide_risk_population_p2 (%),low_landslide_risk_population_p1 (%),attention_population (%),resident_family (n),high_hydraulic_risk_family_p3 (%),medium_hydraulic_risk_family_p2 (%),low_hydraulic_risk_family_p1 (%),very_high_landslide_risk_family_p4 (%),high_landslide_risk_family_p3 (%),medium_landslide_risk_family_p2 (%),low_landslide_risk_family_p1 (%),attention_family (%),building (n),high_hydraulic_risk_building_p3 (%),medium_hydraulic_risk_building_p2 (%),low_hydraulic_risk_building_p1 (%),very_high_landslide_risk_building_p4 (%),high_landslide_risk_building_p3 (%),medium_landslide_risk_building_p2 (%),low_landslide_risk_building_p1 (%),attention_building (%),enterprise (n),high_hydraulic_risk_enterprise_p3 (%),medium_hydraulic_risk_enterprise_p2 (%),low_hydraulic_risk_enterprise_p1 (%),very_high_landslide_risk_enterprise_p4 (%),high_landslide_risk_enterprise_p3 (%),medium_landslide_risk_enterprise_p2 (%),low_landslide_risk_enterprise_p1 (%),attention_enterprise (%),cultural_heritage (n),high_hydraulic_risk_cultural_heritage_p3 (%),medium_hydraulic_risk_cultural_heritage_p2 (%),low_hydraulic_risk_cultural_heritage_p1 (%),very_high_landslide_risk_cultural_heritage_p4 (%),high_landslide_risk_cultural_heritage_p3 (%),medium_landslide_risk_cultural_heritage_p2 (%),low_landslide_risk_cultural_heritage_p1 (%),attention_cultural_heritage (%)
266,Forlì-Cesena,FC,Bagno di Romagna,43.8578076,11.9768623,233.501,0.695,0.962,0.962,32.567,16.283,5.965,3.727,0.0,6138,5.36,12.04,12.04,22.548,23.917,1.238,7.12,0.0,2592,5.401,12.346,12.346,21.991,24.074,1.235,6.867,0.0,1807,4.87,11.455,11.455,29.22,24.46,1.217,7.028,0.0,630,9.683,26.349,26.349,8.889,18.095,0.159,6.984,0.0,87,10.345,43.678,43.678,6.897,34.483,1.149,0.0,0.0
267,Ferrara,FE,Jolanda di Savoia,44.88615417,11.97450851,108.338,14.474,99.944,99.944,0.0,0.0,0.0,0.0,0.0,3003,7.493,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1322,6.959,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1104,8.967,100.0,100.0,0.0,0.0,0.0,0.0,0.0,143,6.294,100.0,100.0,0.0,0.0,0.0,0.0,0.0,4,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0
268,Piacenza,PC,Castell'Arquato,44.85119746,9.86760437,52.749,5.081,8.171,10.802,0.099,1.01,0.26,0.0,0.0,4712,4.138,7.64,7.64,0.085,0.191,0.042,0.0,0.0,2066,4.163,7.599,20.039,0.097,0.194,0.048,0.0,0.0,2062,4.171,8.002,17.362,0.097,0.291,0.048,0.0,0.0,366,4.645,8.197,27.596,0.0,0.273,0.0,0.0,0.0,64,3.125,3.125,28.125,0.0,0.0,0.0,0.0,0.0
269,Forlì-Cesena,FC,Gambettola,44.12000641,12.33907227,7.771,20.589,99.871,99.871,0.0,0.0,0.0,0.0,0.0,10238,14.515,99.893,99.893,0.0,0.0,0.0,0.0,0.0,3982,14.766,99.9,99.9,0.0,0.0,0.0,0.0,0.0,1980,14.596,99.949,99.949,0.0,0.0,0.0,0.0,0.0,980,15.714,99.898,99.898,0.0,0.0,0.0,0.0,0.0,11,27.273,100.0,100.0,0.0,0.0,0.0,0.0,0.0
270,Ferrara,FE,Lagosanto,44.76541458,12.14100144,34.437,4.861,99.927,99.927,0.0,0.0,0.0,0.0,0.0,4952,0.464,100.0,100.0,0.0,0.0,0.0,0.0,0.0,2138,0.421,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1683,0.357,100.0,100.0,0.0,0.0,0.0,0.0,0.0,359,0.557,100.0,100.0,0.0,0.0,0.0,0.0,0.0,6,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0
271,Reggio Emilia,RE,Correggio,44.7713424,10.78121506,77.509,2.42,100.032,100.032,0.0,0.0,0.0,0.0,0.0,24825,1.378,100.0,100.0,0.0,0.0,0.0,0.0,0.0,10045,1.195,100.0,100.0,0.0,0.0,0.0,0.0,0.0,6437,1.771,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1679,0.596,100.0,100.0,0.0,0.0,0.0,0.0,0.0,63,7.937,119.048,119.048,0.0,0.0,0.0,0.0,0.0
272,Reggio Emilia,RE,Canossa,44.59250139,10.40841827,53.082,3.08,4.301,5.224,16.183,9.399,0.013,0.0,0.0,3785,3.514,3.884,3.884,2.642,6.156,0.0,0.0,0.0,1633,3.735,4.042,6.001,2.817,6.552,0.0,0.0,0.0,1531,2.286,2.743,4.572,4.246,7.577,0.0,0.0,0.0,392,3.316,4.337,7.143,3.061,4.082,0.0,0.0,0.0,25,4.0,4.0,4.0,16.0,12.0,0.0,0.0,0.0
273,Parma,PR,Roccabianca,45.00811844,10.21812063,40.459,29.674,98.455,100.057,0.0,0.0,0.0,0.0,0.0,3069,5.246,94.689,94.689,0.0,0.0,0.0,0.0,0.0,1281,4.84,94.848,100.0,0.0,0.0,0.0,0.0,0.0,1192,6.208,92.366,100.0,0.0,0.0,0.0,0.0,0.0,240,4.583,96.667,100.0,0.0,0.0,0.0,0.0,0.0,37,0.0,102.703,108.108,0.0,0.0,0.0,0.0,0.0
274,Parma,PR,Sala Baganza,44.71552513,10.2282385,30.755,5.368,6.041,12.291,9.462,7.036,0.01,0.0,0.0,5392,0.556,1.372,1.372,7.956,0.575,0.0,0.0,0.0,2312,0.562,1.384,15.874,7.612,0.562,0.0,0.0,0.0,1306,1.302,2.144,17.534,8.116,1.455,0.0,0.0,0.0,532,1.316,2.256,28.571,13.722,0.376,0.0,0.0,0.0,54,9.259,9.259,12.963,0.0,0.0,0.0,0.0,0.0
275,Reggio Emilia,RE,Cadelbosco di Sopra,44.76292885,10.59438134,43.596,18.582,100.039,100.039,0.0,0.0,0.0,0.0,0.0,10409,4.41,100.0,100.0,0.0,0.0,0.0,0.0,0.0,3999,3.726,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1992,6.175,100.0,100.0,0.0,0.0,0.0,0.0,0.0,842,3.325,100.0,100.0,0.0,0.0,0.0,0.0,0.0,21,19.048,100.0,100.0,0.0,0.0,0.0,0.0,0.0
276,Ravenna,RA,Conselice,44.51266493,11.82906464,60.199,47.657,99.955,99.955,0.0,0.0,0.0,0.0,0.0,9837,19.193,100.0,100.0,0.0,0.0,0.0,0.0,0.0,4266,19.714,100.0,100.0,0.0,0.0,0.0,0.0,0.0,3005,21.597,100.0,100.0,0.0,0.0,0.0,0.0,0.0,692,18.931,100.0,100.0,0.0,0.0,0.0,0.0,0.0,17,17.647,100.0,100.0,0.0,0.0,0.0,0.0,0.0
277,Ravenna,RA,Riolo Terme,44.27615818,11.72454789,44.258,8.95,13.661,13.661,0.319,33.004,0.061,0.221,19.224,5777,7.357,12.688,12.688,0.035,7.616,0.017,1.385,8.447,2402,7.119,12.406,12.406,0.042,7.785,0.0,1.291,8.41,1478,8.66,14.885,14.885,0.068,9.878,0.0,0.744,8.66,383,7.311,13.055,13.055,0.0,7.572,0.0,0.783,7.311,56,14.286,14.286,14.286,0.0,21.429,0.0,0.0,12.5
278,Forlì-Cesena,FC,Galeata,43.9964232,11.91037026,63.129,1.746,2.178,2.178,6.408,4.74,1.179,1.901,0.0,2516,1.232,2.663,2.663,0.994,0.715,0.159,0.199,0.0,1028,1.265,2.724,2.724,0.973,0.778,0.195,0.195,0.0,773,1.552,2.846,2.846,2.587,1.811,0.388,0.517,0.0,170,1.765,3.529,3.529,0.588,0.0,0.0,0.0,0.0,52,5.769,5.769,5.769,1.923,7.692,0.0,0.0,0.0
279,Forlì-Cesena,FC,Modigliana,44.15627344,11.79260095,101.163,2.36,2.506,2.506,14.545,15.402,3.35,3.921,0.0,4726,9.331,14.219,14.219,2.581,4.041,5.925,0.36,0.0,2045,9.487,14.572,14.572,2.592,4.205,6.112,0.391,0.0,1470,7.891,11.769,11.769,5.034,6.395,6.19,0.952,0.0,338,13.018,21.302,21.302,2.367,3.254,5.917,0.296,0.0,102,26.471,32.353,32.353,6.863,10.784,9.804,0.0,0.0
280,Ravenna,RA,Massa Lombarda,44.44657069,11.82821317,37.248,24.109,99.957,99.957,0.0,0.0,0.0,0.0,0.0,10449,18.997,100.0,100.0,0.0,0.0,0.0,0.0,0.0,4530,18.609,100.0,100.0,0.0,0.0,0.0,0.0,0.0,2653,15.379,100.0,100.0,0.0,0.0,0.0,0.0,0.0,696,18.247,100.0,100.0,0.0,0.0,0.0,0.0,0.0,20,5.0,95.0,95.0,0.0,0.0,0.0,0.0,0.0
281,Reggio Emilia,RE,Campagnola Emilia,44.84131327,10.75917028,24.393,12.61,99.975,100.033,0.0,0.0,0.0,0.0,0.0,5493,2.075,100.0,100.0,0.0,0.0,0.0,0.0,0.0,2102,1.998,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1268,2.76,100.0,100.0,0.0,0.0,0.0,0.0,0.0,362,1.381,100.0,100.0,0.0,0.0,0.0,0.0,0.0,17,17.647,100.0,100.0,0.0,0.0,0.0,0.0,0.0
282,Parma,PR,Calestano,44.60066532,10.12214913,57.354,3.196,3.576,4.847,3.923,22.626,3.025,0.0,0.0,2033,3.984,9.543,9.543,0.443,12.1,2.361,0.0,0.0,906,3.753,8.94,41.391,0.552,12.914,2.98,0.0,0.0,1041,2.882,5.956,25.456,0.768,18.252,5.668,0.0,0.0,159,5.66,10.692,49.686,1.887,11.321,1.258,0.0,0.0,26,0.0,3.846,26.923,0.0,30.769,3.846,0.0,0.0
283,Piacenza,PC,Ferriere,44.64566827,9.4980816,178.495,1.496,1.496,1.715,5.279,24.823,0.02,0.0,0.0,1425,3.509,3.509,3.509,5.754,34.737,0.0,0.0,0.0,932,3.326,3.326,9.442,5.472,34.549,0.0,0.0,0.0,3995,1.602,1.602,4.33,4.631,32.566,0.0,0.0,0.0,116,6.897,6.897,26.724,2.586,29.31,0.0,0.0,0.0,25,0.0,0.0,20.0,8.0,20.0,0.0,0.0,0.0
284,Reggio Emilia,RE,Campegine,44.78138282,10.53111576,22.623,22.062,100.044,100.044,0.0,0.0,0.0,0.0,0.0,5114,7.646,100.0,100.0,0.0,0.0,0.0,0.0,0.0,2026,7.058,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1078,7.792,100.0,100.0,0.0,0.0,0.0,0.0,0.0,331,4.532,100.0,100.0,0.0,0.0,0.0,0.0,0.0,5,20.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0
285,Parma,PR,Salsomaggiore Terme,44.81568328,9.97809444,81.499,3.2,5.425,10.383,5.964,9.388,1.034,0.0,0.0,19505,2.697,3.158,3.158,0.831,3.302,0.138,0.0,0.0,8914,2.648,3.107,40.678,0.808,3.22,0.146,0.0,0.0,4171,2.733,3.428,31.743,1.319,3.452,0.288,0.0,0.0,1646,3.22,4.192,63.123,0.425,2.552,0.061,0.0,0.0,60,3.333,6.667,61.667,0.0,0.0,0.0,0.0,0.0
286,Ferrara,FE,Masi Torello,44.79403664,11.7952732,22.707,13.419,99.96,99.96,0.0,0.0,0.0,0.0,0.0,2368,4.814,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1066,4.784,100.0,100.0,0.0,0.0,0.0,0.0,0.0,986,5.172,100.0,100.0,0.0,0.0,0.0,0.0,0.0,163,5.521,100.0,100.0,0.0,0.0,0.0,0.0,0.0,8,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0
287,Ravenna,RA,Castel Bolognese,44.31911226,11.79894865,32.373,12.711,85.707,85.72,0.0,0.176,0.0,0.0,5.041,9519,17.46,98.277,98.277,0.0,0.021,0.0,0.0,0.588,3997,18.289,98.449,98.449,0.0,0.025,0.0,0.0,0.525,1832,20.742,96.889,96.889,0.0,0.055,0.0,0.0,1.037,723,20.609,98.893,98.893,0.0,0.0,0.0,0.0,0.277,72,40.278,94.444,94.444,0.0,0.0,0.0,0.0,0.0
288,Ferrara,FE,Goro,44.85381576,12.30276124,26.62,15.575,95.973,95.984,0.0,0.0,0.0,0.0,0.0,3895,18.408,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1663,18.4,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1348,17.804,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1224,21.242,99.918,99.918,0.0,0.0,0.0,0.0,0.0,20,20.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0
289,Forlì-Cesena,FC,Forlimpopoli,44.18722836,12.12663769,24.459,27.728,95.454,95.454,0.0,0.0,0.0,0.0,0.0,12982,18.487,99.453,99.453,0.0,0.0,0.0,0.0,0.0,5510,18.203,99.474,99.474,0.0,0.0,0.0,0.0,0.0,2699,18.599,99.333,99.333,0.0,0.0,0.0,0.0,0.0,1049,16.397,99.523,99.523,0.0,0.0,0.0,0.0,0.0,38,7.895,118.421,118.421,0.0,0.0,0.0,0.0,0.0
290,Forlì-Cesena,FC,Cesena,44.13654899,12.24217492,249.461,14.341,54.123,54.123,7.149,8.394,5.154,1.878,0.0,95990,15.66,59.437,59.437,0.487,0.859,1.182,0.275,0.0,40557,15.415,57.48,57.48,0.488,0.853,1.169,0.249,0.0,26457,15.618,62.925,62.925,0.862,1.406,1.64,0.427,0.0,9609,13.144,49.88,49.88,0.26,0.552,0.864,0.156,0.0,295,9.492,22.034,22.034,1.356,1.695,14.576,0.678,0.0
291,Forlì-Cesena,FC,Cesenatico,44.19953513,12.39544168,45.163,46.492,99.883,99.883,0.0,0.0,0.0,0.0,0.0,25412,37.958,99.992,99.992,0.0,0.0,0.0,0.0,0.0,11000,35.664,99.991,99.991,0.0,0.0,0.0,0.0,0.0,9078,31.373,99.956,99.956,0.0,0.0,0.0,0.0,0.0,3502,30.84,99.857,99.857,0.0,0.0,0.0,0.0,0.0,37,21.622,91.892,91.892,0.0,0.0,0.0,0.0,0.0
292,Ravenna,RA,Russi,44.37242208,12.03289251,46.259,15.037,99.935,99.935,0.0,0.0,0.0,0.0,0.0,12083,11.28,100.0,100.0,0.0,0.0,0.0,0.0,0.0,5373,11.297,100.0,100.0,0.0,0.0,0.0,0.0,0.0,3495,11.788,100.0,100.0,0.0,0.0,0.0,0.0,0.0,958,9.29,100.0,100.0,0.0,0.0,0.0,0.0,0.0,53,11.321,98.113,98.113,0.0,0.0,0.0,0.0,0.0
293,Ravenna,RA,Alfonsine,44.50631817,12.04064787,106.791,47.157,99.939,99.939,0.0,0.0,0.0,0.0,0.0,12245,36.292,100.0,100.0,0.0,0.0,0.0,0.0,0.0,5477,37.137,100.0,100.0,0.0,0.0,0.0,0.0,0.0,3449,34.387,100.0,100.0,0.0,0.0,0.0,0.0,0.0,885,40.113,100.0,100.0,0.0,0.0,0.0,0.0,0.0,24,58.333,100.0,100.0,0.0,0.0,0.0,0.0,0.0
294,Ravenna,RA,Cervia,44.26092823,12.3498153,82.272,33.093,99.903,99.903,0.0,0.0,0.0,0.0,0.0,28896,12.074,99.993,99.993,0.0,0.0,0.0,0.0,0.0,13411,11.312,99.993,99.993,0.0,0.0,0.0,0.0,0.0,10076,13.507,99.98,99.98,0.0,0.0,0.0,0.0,0.0,3684,14.332,99.973,99.973,0.0,0.0,0.0,0.0,0.0,58,3.448,93.103,93.103,0.0,0.0,0.0,0.0,0.0
295,Parma,PR,Felino,44.69552364,10.24072079,38.346,4.04,4.582,10.103,5.617,9.015,0.527,0.0,0.0,8621,1.752,3.097,3.097,0.557,1.253,0.046,0.0,0.0,3559,1.742,3.091,8.092,0.562,1.208,0.056,0.0,0.0,1813,2.096,3.42,9.928,1.103,2.261,0.11,0.0,0.0,729,3.978,7.545,13.717,0.412,0.823,0.0,0.0,0.0,24,0.0,4.167,12.5,0.0,0.0,0.0,0.0,0.0
296,Piacenza,PC,Agazzano,44.94680696,9.52061417,36.145,6.402,6.402,6.734,1.367,5.436,0.094,0.0,0.0,2070,0.87,0.87,0.87,0.29,5.604,0.0,0.0,0.0,941,0.956,0.956,0.956,0.319,5.739,0.0,0.0,0.0,879,1.251,1.251,1.365,0.569,5.347,0.0,0.0,0.0,140,0.714,0.714,0.714,0.714,8.571,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,Modena,MO,Castelvetro di Modena,44.50346628,10.94303246,49.783,1.185,1.404,6.896,1.163,1.284,0.0,0.0,0.0,11012,1.816,2.951,2.951,0.154,0.191,0.0,0.0,0.0,4400,1.818,3.068,25.023,0.136,0.159,0.0,0.0,0.0,2181,1.834,3.393,22.421,0.183,0.229,0.0,0.0,0.0,790,3.165,4.937,32.278,0.127,0.127,0.0,0.0,0.0,45,2.222,2.222,4.444,0.0,0.0,0.0,0.0,0.0
298,Modena,MO,Palagano,44.32072428,10.64775313,60.411,1.617,2.519,2.519,8.114,34.73,3.642,0.0,0.0,2354,0.425,0.637,0.637,2.676,19.074,6.542,0.0,0.0,1090,0.459,0.734,0.734,3.303,19.725,6.606,0.0,0.0,1532,0.653,0.979,0.979,6.201,25.587,6.462,0.0,0.0,217,0.461,0.461,0.461,1.843,16.59,5.53,0.0,0.0,7,0.0,0.0,0.0,0.0,14.286,14.286,0.0,0.0
299,Piacenza,PC,Alseno,44.89633345,9.96455314,55.269,7.053,37.719,38.928,0.389,0.302,0.0,0.0,0.0,4823,9.807,25.441,25.441,0.124,0.104,0.0,0.0,0.0,2058,9.961,25.607,26.19,0.146,0.097,0.0,0.0,0.0,1481,10.331,28.764,29.507,0.203,0.135,0.0,0.0,0.0,402,6.219,37.313,37.811,0.0,0.0,0.0,0.0,0.0,76,14.474,43.421,43.421,0.0,0.0,0.0,0.0,0.0
300,Bologna,BO,Bentivoglio,44.63514888,11.41786388,51.106,18.679,99.988,99.988,0.0,0.0,0.0,0.0,0.0,5358,9.705,100.0,100.0,0.0,0.0,0.0,0.0,0.0,2319,9.659,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1025,11.122,100.0,100.0,0.0,0.0,0.0,0.0,0.0,534,11.423,100.0,100.0,0.0,0.0,0.0,0.0,0.0,35,40.0,105.714,105.714,0.0,0.0,0.0,0.0,0.0
301,Piacenza,PC,Coli,44.74342184,9.41282471,71.69,1.25,1.356,1.445,1.527,29.577,0.05,0.0,0.0,955,4.921,7.33,7.33,4.188,33.089,0.0,0.0,0.0,569,4.921,7.381,15.817,4.394,32.513,0.0,0.0,0.0,1496,2.34,3.476,7.219,3.944,38.904,0.0,0.0,0.0,79,8.861,12.658,26.582,5.063,30.38,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,50.0,10.0,0.0,0.0
302,Piacenza,PC,Travo,44.86103734,9.54283789,81.012,4.919,5.568,5.92,8.563,18.413,0.146,0.0,0.0,1993,2.659,3.613,3.613,7.777,22.278,0.602,0.0,0.0,1140,2.719,3.596,6.14,7.719,23.158,0.614,0.0,0.0,1702,3.819,4.583,6.228,7.756,24.853,0.588,0.0,0.0,123,1.626,3.252,8.943,8.13,21.138,0.813,0.0,0.0,29,3.448,3.448,6.897,3.448,17.241,0.0,0.0,0.0
303,Piacenza,PC,Gropparello,44.83228479,9.73032984,56.33,2.808,2.808,4.33,5.66,17.68,0.257,0.0,0.0,2324,3.485,3.485,3.485,1.506,8.907,2.108,0.0,0.0,1140,3.421,3.421,13.333,1.579,8.86,1.842,0.0,0.0,1723,3.018,3.018,10.331,2.205,11.143,1.161,0.0,0.0,162,3.704,3.704,14.815,2.469,12.346,0.0,0.0,0.0,9,11.111,11.111,22.222,0.0,0.0,0.0,0.0,0.0
304,Piacenza,PC,Ziano Piacentino,45.00223085,9.40263763,32.775,1.251,1.251,1.318,3.838,23.317,0.018,0.0,0.0,2635,0.0,0.0,0.0,4.25,2.884,0.0,0.0,0.0,1237,0.0,0.0,0.0,4.527,2.991,0.0,0.0,0.0,1778,0.0,0.0,0.0,3.375,3.037,0.0,0.0,0.0,137,0.0,0.0,0.0,3.65,3.65,0.0,0.0,0.0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,Rimini,RN,Novafeltria,43.89583724,12.28926775,41.838,3.965,4.768,5.808,25.945,18.584,0.012,0.0,0.0,7282,1.002,1.497,1.497,5.754,25.117,0.0,0.0,0.0,2989,0.97,1.472,2.342,5.922,24.824,0.0,0.0,0.0,1987,0.906,1.258,1.963,7.599,25.013,0.0,0.0,0.0,653,0.919,1.225,2.144,5.513,22.818,0.0,0.0,0.0,18,0.0,0.0,0.0,5.556,11.111,0.0,0.0,0.0
306,Rimini,RN,Morciano di Romagna,43.91374175,12.64593717,5.44,8.787,10.239,15.037,0.0,0.147,0.0,0.0,0.0,6892,0.087,0.16,0.16,0.0,0.0,0.0,0.0,0.0,2771,0.072,0.18,1.01,0.0,0.0,0.0,0.0,0.0,1324,0.151,0.227,1.208,0.0,0.0,0.0,0.0,0.0,836,0.0,0.12,0.598,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,9.091,0.0,0.0,0.0,0.0,0.0
307,Rimini,RN,Santarcangelo di Romagna,44.06289157,12.44702296,45.059,21.261,36.059,39.61,0.277,1.576,1.278,0.0,0.0,20839,18.345,29.958,29.958,0.729,1.627,0.206,0.0,0.0,8137,17.635,29.04,34.214,0.86,1.843,0.209,0.0,0.0,5045,16.194,28.682,33.28,1.249,2.379,0.258,0.0,0.0,2153,16.582,23.316,28.658,1.208,3.716,0.139,0.0,0.0,64,3.125,9.375,9.375,28.125,31.25,0.0,0.0,0.0
308,Rimini,RN,Talamello,43.90490445,12.28613193,10.589,2.115,2.729,3.938,33.799,16.895,0.0,0.0,0.0,1060,0.849,1.887,1.887,7.358,5.094,0.0,0.0,0.0,446,0.673,1.794,4.036,7.175,5.605,0.0,0.0,0.0,305,1.639,3.934,9.836,11.803,7.541,0.0,0.0,0.0,84,4.762,10.714,25.0,13.095,8.333,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0
309,Rimini,RN,Riccione,44.00002553,12.65505776,17.521,13.264,34.804,45.408,0.017,0.103,0.0,0.0,0.0,34536,4.355,17.868,17.868,0.0,0.0,0.0,0.0,0.0,15429,4.135,17.642,30.52,0.0,0.0,0.0,0.0,0.0,7751,5.083,21.004,35.479,0.0,0.0,0.0,0.0,0.0,4956,10.573,22.942,40.375,0.0,0.0,0.0,0.0,0.0,30,6.667,23.333,43.333,0.0,3.333,0.0,0.0,0.0
310,Rimini,RN,Misano Adriatico,43.97336095,12.69323617,22.345,9.318,30.915,32.065,0.55,1.258,0.0,0.0,0.0,12252,4.367,44.36,44.36,0.041,0.294,0.0,0.0,0.0,5034,4.43,46.961,47.418,0.04,0.258,0.0,0.0,0.0,2881,6.699,41.27,41.895,0.035,0.347,0.0,0.0,0.0,1580,8.987,61.962,62.722,0.0,0.19,0.0,0.0,0.0,22,4.545,13.636,13.636,0.0,0.0,0.0,0.0,0.0
311,Rimini,RN,Verucchio,43.98370542,12.42138257,27.302,6.245,12.142,12.519,3.26,8.842,0.0,0.0,0.0,9960,0.321,30.713,30.713,0.522,1.988,0.0,0.0,0.0,3770,0.345,30.133,30.159,0.557,2.202,0.0,0.0,0.0,2580,0.465,18.14,18.178,1.047,4.031,0.0,0.0,0.0,740,0.676,28.243,28.243,0.676,2.162,0.0,0.0,0.0,68,1.471,5.882,5.882,26.471,19.118,0.0,0.0,0.0
312,Rimini,RN,Coriano,43.9644061,12.60253363,46.767,3.041,6.913,8.07,2.654,9.49,0.0,0.0,0.0,10028,2.224,4.617,4.617,0.858,5.425,0.0,0.0,0.0,3899,2.334,4.847,6.54,0.846,5.412,0.0,0.0,0.0,2586,2.552,6.265,7.618,0.967,5.491,0.0,0.0,0.0,998,5.311,13.327,15.331,0.301,3.507,0.0,0.0,0.0,29,3.448,3.448,24.138,3.448,3.448,0.0,0.0,0.0
313,Rimini,RN,Gemmano,43.9043345,12.58282996,18.85,1.777,2.032,3.464,11.676,19.83,0.0,0.0,0.0,1152,0.521,0.608,0.608,1.476,7.292,0.0,0.0,0.0,485,0.412,0.619,1.031,1.649,7.01,0.0,0.0,0.0,451,0.443,0.443,0.665,1.996,8.426,0.0,0.0,0.0,85,1.176,1.176,1.176,2.353,8.235,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,23.077,0.0,0.0,0.0
314,Bologna,BO,Monte San Pietro,44.45776182,11.1996852,74.686,1.255,4.507,4.507,2.178,26.827,0.791,2.682,29.233,10820,7.089,29.686,29.686,1.359,6.747,2.274,3.965,29.445,4662,7.379,30.588,30.588,1.266,6.864,2.231,3.99,29.344,2157,4.219,18.962,18.962,1.437,10.06,1.762,3.755,31.711,879,9.443,33.902,33.902,1.706,6.94,1.934,3.527,29.238,52,1.923,21.154,21.154,0.0,25.0,0.0,5.769,38.462
315,Rimini,RN,San Clemente,43.93224578,12.62560514,20.696,3.223,3.938,6.069,0.483,3.948,0.0,0.0,0.0,5234,1.165,1.624,1.624,0.076,1.586,0.0,0.0,0.0,2082,1.153,1.585,3.026,0.096,1.633,0.0,0.0,0.0,1133,1.677,2.207,4.06,0.177,1.677,0.0,0.0,0.0,439,1.367,1.822,3.645,0.228,1.367,0.0,0.0,0.0,28,0.0,0.0,3.571,0.0,17.857,0.0,0.0,0.0
316,Rimini,RN,Rimini,44.06090086,12.56562951,135.792,30.98,53.783,55.432,0.491,2.571,0.0,0.0,0.0,139601,51.149,69.062,69.062,0.024,0.166,0.0,0.0,0.0,60124,51.056,68.59,74.34,0.02,0.141,0.0,0.0,0.0,28900,48.291,67.796,72.972,0.038,0.287,0.0,0.0,0.0,17169,42.821,63.655,68.356,0.012,0.076,0.0,0.0,0.0,360,10.0,17.222,21.667,0.0,1.111,0.0,0.0,0.0
317,Rimini,RN,Maiolo,43.8736336,12.31087171,24.275,3.802,4.091,4.84,41.541,15.32,0.0,0.0,0.0,848,1.533,1.651,1.651,21.226,18.514,0.0,0.0,0.0,340,1.471,1.471,1.765,22.647,19.706,0.0,0.0,0.0,524,1.336,1.336,1.718,25.191,23.855,0.0,0.0,0.0,40,2.5,2.5,2.5,35.0,32.5,0.0,0.0,0.0,14,0.0,0.0,0.0,7.143,42.857,0.0,0.0,0.0
318,Rimini,RN,Pennabilli,43.8183106,12.26477255,69.803,1.339,1.421,1.735,15.284,25.629,0.0,0.0,0.0,3017,0.63,1.028,1.028,6.762,22.672,0.0,0.0,0.0,1291,0.62,1.007,1.549,7.281,23.393,0.0,0.0,0.0,1650,0.485,0.727,1.091,9.939,26.242,0.0,0.0,0.0,213,0.939,1.408,2.347,6.103,22.535,0.0,0.0,0.0,93,0.0,0.0,0.0,9.677,70.968,0.0,0.0,0.0
319,Rimini,RN,Montefiore Conca,43.89067059,12.61126491,22.322,0.659,0.694,1.205,4.368,23.945,1.877,0.0,0.0,2195,0.228,0.228,0.228,0.911,8.61,7.244,0.0,0.0,906,0.221,0.221,0.442,0.993,8.72,7.947,0.0,0.0,743,0.135,0.135,0.135,1.615,12.517,14.132,0.0,0.0,154,0.649,0.649,1.299,1.299,13.636,7.143,0.0,0.0,28,0.0,0.0,0.0,0.0,42.857,3.571,0.0,0.0
